corpus,model,tier,query_format,n_docs,B,delta_full,correct,p_correct,ci_lo,ci_hi
mimic_discharge,Nomic-embed-text,1,keyword,10,500,-0.085361111111111,115,0.23,0.19525432702175258,0.2688629669849352
mimic_discharge,Nomic-embed-text,1,keyword,20,500,-0.085361111111111,236,0.472,0.4286219475993197,0.5158050310384108
mimic_discharge,Nomic-embed-text,1,keyword,30,500,-0.085361111111111,296,0.592,0.5483787038455701,0.6342183663447436
mimic_discharge,Nomic-embed-text,1,keyword,50,500,-0.085361111111111,413,0.826,0.790317702710052,0.856711046007799
mimic_discharge,Nomic-embed-text,1,keyword,75,500,-0.085361111111111,498,0.996,0.9855339859585811,0.9989023924587627
mimic_discharge,Nomic-embed-text-nopfx,1,nl,10,500,-0.08447619047619048,125,0.25,0.21404787416427032,0.28976443510118144
mimic_discharge,Nomic-embed-text-nopfx,1,nl,20,500,-0.08447619047619048,245,0.49,0.4464253815391932,0.5337271108314249
mimic_discharge,Nomic-embed-text-nopfx,1,nl,30,500,-0.08447619047619048,350,0.7,0.6584314090816449,0.7385187435059938
mimic_discharge,Nomic-embed-text-nopfx,1,nl,50,500,-0.08447619047619048,453,0.906,0.8772348563464386,0.928573953406468
mimic_discharge,Nomic-embed-text-nopfx,1,nl,75,500,-0.08447619047619048,496,0.992,0.9796126401630988,0.9968847352024922
mimic_discharge,Nomic-embed-text-nopfx,1,keyword,10,500,-0.05066666666666664,240,0.48,0.43652763662029404,0.523777348120942
mimic_discharge,Nomic-embed-text-nopfx,1,keyword,20,500,-0.05066666666666664,331,0.662,0.6194419387868491,0.7020876848091384
mimic_discharge,Nomic-embed-text-nopfx,1,keyword,30,500,-0.05066666666666664,376,0.752,0.7123207803781036,0.787836411882321
mimic_discharge,Nomic-embed-text-nopfx,1,keyword,50,500,-0.05066666666666664,427,0.854,0.8203500666587293,0.882251703421391
mimic_discharge,Nomic-embed-text-nopfx,1,keyword,75,500,-0.05066666666666664,486,0.972,0.9535531794154484,0.9832491806913788
mimic_discharge,Phi-3-mini,2,nl,10,500,0.13893650793650797,343,0.686,0.6440308091059584,0.7251328328005456
mimic_discharge,Phi-3-mini,2,nl,20,500,0.13893650793650797,430,0.86,0.82683247567339,0.8876777989843596
mimic_discharge,Phi-3-mini,2,nl,30,500,0.13893650793650797,450,0.9,0.8705774917999974,0.9233228133752799
mimic_discharge,Phi-3-mini,2,nl,50,500,0.13893650793650797,491,0.982,0.9661479527879661,0.9905019149482431
mimic_discharge,Phi-3-mini,2,nl,75,500,0.13893650793650797,500,1.0,0.9923753814690964,0.9999999999999999
mimic_discharge,Phi-3-mini,2,keyword,10,500,0.20337301587301587,340,0.68,0.6378721940483771,0.7193829432804977
mimic_discharge,Phi-3-mini,2,keyword,20,500,0.20337301587301587,464,0.928,0.9019310525910869,0.9475422739464601
mimic_discharge,Phi-3-mini,2,keyword,30,500,0.20337301587301587,479,0.958,0.9366479487604386,0.9723679006652538
mimic_discharge,Phi-3-mini,2,keyword,50,500,0.20337301587301587,500,1.0,0.9923753814690964,0.9999999999999999
mimic_discharge,Phi-3-mini,2,keyword,75,500,0.20337301587301587,500,1.0,0.9923753814690964,0.9999999999999999
