model,corpus,query_format,epsilon,baseline_MRR@10,corpus_only_ZCA_MRR@10,dMRR@10,Recall@10,tier
Nomic-embed-text,PMC-Patients,natural_language,0.01,0.9708333333333333,0.9583333333333335,-0.012499999999999845,0.99,1
Nomic-embed-text,Synthetic,keyword,1e-07,0.6999285714285713,0.555968253968254,-0.14396031746031734,0.76,1
Nomic-embed-text,Synthetic,keyword,1e-06,0.6999285714285713,0.555968253968254,-0.14396031746031734,0.76,1
Nomic-embed-text,Synthetic,keyword,1e-05,0.6999285714285713,0.5572063492063493,-0.14272222222222208,0.77,1
Nomic-embed-text,Synthetic,keyword,0.0001,0.6999285714285713,0.5953968253968253,-0.10453174603174609,0.83,1
Nomic-embed-text,Synthetic,keyword,0.001,0.6999285714285713,0.6773730158730159,-0.02255555555555544,0.86,1
Nomic-embed-text,Synthetic,keyword,0.01,0.6999285714285713,0.682579365079365,-0.017349206349206336,0.92,1
Nomic-embed-text,Synthetic,natural_language,1e-07,0.6948611111111112,0.47158730158730167,-0.22327380952380949,0.73,1
Nomic-embed-text,Synthetic,natural_language,1e-06,0.6948611111111112,0.47158730158730167,-0.22327380952380949,0.73,1
Nomic-embed-text,Synthetic,natural_language,1e-05,0.6948611111111112,0.4768253968253968,-0.21803571428571433,0.73,1
Nomic-embed-text,Synthetic,natural_language,0.0001,0.6948611111111112,0.509888888888889,-0.1849722222222222,0.75,1
Nomic-embed-text,Synthetic,natural_language,0.001,0.6948611111111112,0.6181785714285715,-0.07668253968253969,0.82,1
Nomic-embed-text,Synthetic,natural_language,0.01,0.6948611111111112,0.6845238095238095,-0.010337301587301617,0.88,1
E5-Mistral-7B,MTSamples,keyword,1e-07,0.1658849206349206,0.33631746031746035,0.17043253968253974,0.79,2
E5-Mistral-7B,MTSamples,keyword,1e-06,0.1658849206349206,0.5811626984126984,0.4152777777777778,0.79,2
E5-Mistral-7B,MTSamples,keyword,1e-05,0.1658849206349206,0.6254920634920635,0.45960714285714294,0.81,2
E5-Mistral-7B,MTSamples,keyword,0.0001,0.1658849206349206,0.6150396825396826,0.44915476190476195,0.81,2
E5-Mistral-7B,MTSamples,keyword,0.001,0.1658849206349206,0.5194523809523809,0.3535674603174603,0.82,2
E5-Mistral-7B,MTSamples,keyword,0.01,0.1658849206349206,0.25013492063492065,0.08425000000000005,0.58,2
E5-Mistral-7B,MTSamples,natural_language,1e-07,0.4126230158730159,0.48247619047619056,0.06985317460317464,0.88,2
E5-Mistral-7B,MTSamples,natural_language,1e-06,0.4126230158730159,0.6745238095238095,0.2619007936507936,0.88,2
E5-Mistral-7B,MTSamples,natural_language,1e-05,0.4126230158730159,0.688595238095238,0.2759722222222221,0.89,2
E5-Mistral-7B,MTSamples,natural_language,0.0001,0.4126230158730159,0.6897777777777777,0.2771547619047618,0.89,2
E5-Mistral-7B,MTSamples,natural_language,0.001,0.4126230158730159,0.6801230158730159,0.2675,0.88,2
E5-Mistral-7B,MTSamples,natural_language,0.01,0.4126230158730159,0.5362460317460318,0.12362301587301588,0.78,2
E5-Mistral-7B,PMC-Patients,keyword,1e-07,0.5102619047619048,0.6605238095238096,0.15026190476190482,0.87,2
E5-Mistral-7B,PMC-Patients,keyword,1e-06,0.5102619047619048,0.6605238095238096,0.15026190476190482,0.87,2
E5-Mistral-7B,PMC-Patients,keyword,1e-05,0.5102619047619048,0.6621904761904761,0.1519285714285713,0.87,2
E5-Mistral-7B,PMC-Patients,keyword,0.0001,0.5102619047619048,0.6523690476190476,0.14210714285714277,0.87,2
E5-Mistral-7B,PMC-Patients,keyword,0.001,0.5102619047619048,0.6065912698412699,0.09632936507936507,0.87,2
E5-Mistral-7B,PMC-Patients,keyword,0.01,0.5102619047619048,0.477734126984127,-0.03252777777777782,0.76,2
E5-Mistral-7B,PMC-Patients,natural_language,1e-07,0.6204563492063493,0.803111111111111,0.1826547619047617,0.93,2
E5-Mistral-7B,PMC-Patients,natural_language,1e-06,0.6204563492063493,0.803111111111111,0.1826547619047617,0.93,2
E5-Mistral-7B,PMC-Patients,natural_language,1e-05,0.6204563492063493,0.803111111111111,0.1826547619047617,0.93,2
E5-Mistral-7B,PMC-Patients,natural_language,0.0001,0.6204563492063493,0.7989444444444445,0.17848809523809517,0.93,2
E5-Mistral-7B,PMC-Patients,natural_language,0.001,0.6204563492063493,0.7729722222222222,0.15251587301587288,0.95,2
E5-Mistral-7B,PMC-Patients,natural_language,0.01,0.6204563492063493,0.625968253968254,0.005511904761904662,0.89,2
E5-Mistral-7B,Synthetic,keyword,1e-07,0.10028571428571428,0.05612301587301588,-0.0441626984126984,0.11,2
E5-Mistral-7B,Synthetic,keyword,1e-06,0.10028571428571428,0.07648412698412699,-0.023801587301587296,0.24,2
E5-Mistral-7B,Synthetic,keyword,1e-05,0.10028571428571428,0.1644563492063492,0.0641706349206349,0.4,2
E5-Mistral-7B,Synthetic,keyword,0.0001,0.10028571428571428,0.16181349206349205,0.061527777777777765,0.39,2
E5-Mistral-7B,Synthetic,keyword,0.001,0.10028571428571428,0.16696428571428573,0.06667857142857145,0.43,2
E5-Mistral-7B,Synthetic,keyword,0.01,0.10028571428571428,0.15965873015873014,0.059373015873015855,0.43,2
E5-Mistral-7B,Synthetic,natural_language,1e-07,0.09766666666666665,0.03428571428571429,-0.06338095238095237,0.17,2
E5-Mistral-7B,Synthetic,natural_language,1e-06,0.09766666666666665,0.0959047619047619,-0.0017619047619047562,0.36,2
E5-Mistral-7B,Synthetic,natural_language,1e-05,0.09766666666666665,0.18390079365079365,0.086234126984127,0.43,2
E5-Mistral-7B,Synthetic,natural_language,0.0001,0.09766666666666665,0.18070238095238092,0.08303571428571427,0.45,2
E5-Mistral-7B,Synthetic,natural_language,0.001,0.09766666666666665,0.1744365079365079,0.07676984126984124,0.43,2
E5-Mistral-7B,Synthetic,natural_language,0.01,0.09766666666666665,0.15715079365079368,0.05948412698412703,0.36,2
Phi-3-mini,MTSamples,keyword,1e-07,0.5477500000000001,0.6437063492063493,0.09595634920634921,0.84,2
Phi-3-mini,MTSamples,keyword,1e-06,0.5477500000000001,0.6479563492063493,0.10020634920634919,0.85,2
Phi-3-mini,MTSamples,keyword,1e-05,0.5477500000000001,0.647623015873016,0.09987301587301589,0.87,2
Phi-3-mini,MTSamples,keyword,0.0001,0.5477500000000001,0.6346388888888889,0.0868888888888888,0.92,2
Phi-3-mini,MTSamples,keyword,0.001,0.5477500000000001,0.6288015873015872,0.08105158730158712,0.92,2
Phi-3-mini,MTSamples,keyword,0.01,0.5477500000000001,0.5787619047619048,0.03101190476190474,0.89,2
Phi-3-mini,MTSamples,natural_language,1e-07,0.5409126984126984,0.6722142857142858,0.13130158730158736,0.82,2
Phi-3-mini,MTSamples,natural_language,1e-06,0.5409126984126984,0.6655357142857143,0.12462301587301594,0.82,2
Phi-3-mini,MTSamples,natural_language,1e-05,0.5409126984126984,0.6835634920634921,0.1426507936507937,0.84,2
Phi-3-mini,MTSamples,natural_language,0.0001,0.5409126984126984,0.6778571428571428,0.13694444444444442,0.86,2
Phi-3-mini,MTSamples,natural_language,0.001,0.5409126984126984,0.5942261904761905,0.05331349206349212,0.86,2
Phi-3-mini,MTSamples,natural_language,0.01,0.5409126984126984,0.5189246031746032,-0.021988095238095196,0.8,2
Phi-3-mini,PMC-Patients,keyword,1e-07,0.5735,0.6972619047619049,0.12376190476190485,0.84,2
Phi-3-mini,PMC-Patients,keyword,1e-06,0.5735,0.7022619047619049,0.12876190476190486,0.84,2
Phi-3-mini,PMC-Patients,keyword,1e-05,0.5735,0.7007857142857143,0.12728571428571434,0.85,2
Phi-3-mini,PMC-Patients,keyword,0.0001,0.5735,0.6772777777777778,0.10377777777777775,0.88,2
Phi-3-mini,PMC-Patients,keyword,0.001,0.5735,0.6300873015873016,0.05658730158730163,0.9,2
Phi-3-mini,PMC-Patients,keyword,0.01,0.5735,0.5938730158730159,0.020373015873015876,0.87,2
Phi-3-mini,PMC-Patients,natural_language,1e-07,0.6571904761904761,0.6917619047619047,0.034571428571428586,0.95,2
Phi-3-mini,PMC-Patients,natural_language,1e-06,0.6571904761904761,0.6892619047619045,0.03207142857142842,0.95,2
Phi-3-mini,PMC-Patients,natural_language,1e-05,0.6571904761904761,0.6994404761904761,0.04225000000000001,0.94,2
Phi-3-mini,PMC-Patients,natural_language,0.0001,0.6571904761904761,0.6792301587301587,0.02203968253968258,0.94,2
Phi-3-mini,PMC-Patients,natural_language,0.001,0.6571904761904761,0.6700833333333333,0.01289285714285715,0.92,2
Phi-3-mini,PMC-Patients,natural_language,0.01,0.6571904761904761,0.6663730158730158,0.009182539682539681,0.92,2
Phi-3-mini,Synthetic,keyword,1e-07,0.4234563492063492,0.10693253968253968,-0.31652380952380954,0.44,2
Phi-3-mini,Synthetic,keyword,1e-06,0.4234563492063492,0.27769444444444447,-0.14576190476190476,0.59,2
Phi-3-mini,Synthetic,keyword,1e-05,0.4234563492063492,0.30659126984126983,-0.1168650793650794,0.65,2
Phi-3-mini,Synthetic,keyword,0.0001,0.4234563492063492,0.38129761904761905,-0.04215873015873017,0.7,2
Phi-3-mini,Synthetic,keyword,0.001,0.4234563492063492,0.41705158730158737,-0.006404761904761858,0.8,2
Phi-3-mini,Synthetic,keyword,0.01,0.4234563492063492,0.4488809523809524,0.025424603174603155,0.79,2
Phi-3-mini,Synthetic,natural_language,1e-07,0.3969444444444445,0.15219047619047618,-0.2447539682539683,0.44,2
Phi-3-mini,Synthetic,natural_language,1e-06,0.3969444444444445,0.32426190476190475,-0.07268253968253974,0.6,2
Phi-3-mini,Synthetic,natural_language,1e-05,0.3969444444444445,0.3365515873015873,-0.06039285714285719,0.63,2
Phi-3-mini,Synthetic,natural_language,0.0001,0.3969444444444445,0.4070079365079365,0.010063492063491997,0.73,2
Phi-3-mini,Synthetic,natural_language,0.001,0.3969444444444445,0.470702380952381,0.0737579365079365,0.78,2
Phi-3-mini,Synthetic,natural_language,0.01,0.3969444444444445,0.42369047619047623,0.02674603174603174,0.69,2
E5-Mistral-7B-ablation,MTSamples,keyword,1e-07,0.7466785714285714,0.4584444444444445,-0.2882341269841269,0.89,2
E5-Mistral-7B-ablation,MTSamples,keyword,1e-06,0.7466785714285714,0.7245277777777777,-0.022150793650793754,0.91,2
E5-Mistral-7B-ablation,MTSamples,keyword,1e-05,0.7466785714285714,0.7220277777777777,-0.0246507936507937,0.91,2
E5-Mistral-7B-ablation,MTSamples,keyword,0.0001,0.7466785714285714,0.739595238095238,-0.007083333333333441,0.91,2
E5-Mistral-7B-ablation,MTSamples,keyword,0.001,0.7466785714285714,0.7693571428571427,0.022678571428571326,0.94,2
E5-Mistral-7B-ablation,MTSamples,keyword,0.01,0.7466785714285714,0.7472182539682539,0.0005396825396825067,0.94,2
E5-Mistral-7B-ablation,MTSamples,natural_language,1e-07,0.5511031746031746,0.6161666666666666,0.06506349206349205,0.86,2
E5-Mistral-7B-ablation,MTSamples,natural_language,1e-06,0.5511031746031746,0.7875,0.23639682539682538,0.87,2
E5-Mistral-7B-ablation,MTSamples,natural_language,1e-05,0.5511031746031746,0.7891666666666666,0.23806349206349198,0.87,2
E5-Mistral-7B-ablation,MTSamples,natural_language,0.0001,0.5511031746031746,0.7893333333333333,0.23823015873015874,0.88,2
E5-Mistral-7B-ablation,MTSamples,natural_language,0.001,0.5511031746031746,0.75275,0.20164682539682544,0.89,2
E5-Mistral-7B-ablation,MTSamples,natural_language,0.01,0.5511031746031746,0.5818134920634921,0.030710317460317493,0.92,2
E5-Mistral-7B-ablation,PMC-Patients,keyword,1e-07,0.7424444444444444,0.7687182539682539,0.026273809523809533,0.92,2
E5-Mistral-7B-ablation,PMC-Patients,keyword,1e-06,0.7424444444444444,0.7702460317460317,0.027801587301587327,0.92,2
E5-Mistral-7B-ablation,PMC-Patients,keyword,1e-05,0.7424444444444444,0.768079365079365,0.025634920634920677,0.92,2
E5-Mistral-7B-ablation,PMC-Patients,keyword,0.0001,0.7424444444444444,0.7799444444444444,0.03750000000000009,0.92,2
E5-Mistral-7B-ablation,PMC-Patients,keyword,0.001,0.7424444444444444,0.7847619047619047,0.04231746031746031,0.92,2
E5-Mistral-7B-ablation,PMC-Patients,keyword,0.01,0.7424444444444444,0.74775,0.005305555555555674,0.93,2
E5-Mistral-7B-ablation,PMC-Patients,natural_language,1e-07,0.7586349206349206,0.90875,0.1501150793650794,0.96,2
E5-Mistral-7B-ablation,PMC-Patients,natural_language,1e-06,0.7586349206349206,0.90875,0.1501150793650794,0.96,2
E5-Mistral-7B-ablation,PMC-Patients,natural_language,1e-05,0.7586349206349206,0.90875,0.1501150793650794,0.96,2
E5-Mistral-7B-ablation,PMC-Patients,natural_language,0.0001,0.7586349206349206,0.9049285714285715,0.14629365079365098,0.97,2
E5-Mistral-7B-ablation,PMC-Patients,natural_language,0.001,0.7586349206349206,0.8848730158730157,0.12623809523809515,0.98,2
E5-Mistral-7B-ablation,PMC-Patients,natural_language,0.01,0.7586349206349206,0.8013849206349206,0.042750000000000066,0.97,2
E5-Mistral-7B-ablation,Synthetic,keyword,1e-07,0.6576666666666666,0.14725000000000002,-0.5104166666666666,0.47,2
E5-Mistral-7B-ablation,Synthetic,keyword,1e-06,0.6576666666666666,0.3722658730158731,-0.2854007936507935,0.68,2
E5-Mistral-7B-ablation,Synthetic,keyword,1e-05,0.6576666666666666,0.37399206349206354,-0.2836746031746031,0.69,2
E5-Mistral-7B-ablation,Synthetic,keyword,0.0001,0.6576666666666666,0.4098531746031746,-0.247813492063492,0.74,2
E5-Mistral-7B-ablation,Synthetic,keyword,0.001,0.6576666666666666,0.5340634920634921,-0.12360317460317449,0.86,2
E5-Mistral-7B-ablation,Synthetic,keyword,0.01,0.6576666666666666,0.6568452380952381,-0.0008214285714285285,0.94,2
E5-Mistral-7B-ablation,Synthetic,natural_language,1e-07,0.523123015873016,0.12975396825396826,-0.3933690476190478,0.44,2
E5-Mistral-7B-ablation,Synthetic,natural_language,1e-06,0.523123015873016,0.32232936507936516,-0.20079365079365086,0.56,2
E5-Mistral-7B-ablation,Synthetic,natural_language,1e-05,0.523123015873016,0.3236230158730159,-0.19950000000000012,0.58,2
E5-Mistral-7B-ablation,Synthetic,natural_language,0.0001,0.523123015873016,0.3476230158730159,-0.1755000000000001,0.67,2
E5-Mistral-7B-ablation,Synthetic,natural_language,0.001,0.523123015873016,0.46355952380952387,-0.05956349206349215,0.79,2
E5-Mistral-7B-ablation,Synthetic,natural_language,0.01,0.523123015873016,0.5121230158730159,-0.01100000000000012,0.82,2
Nomic-embed-text-nopfx,MTSamples,keyword,1e-07,0.9061111111111111,0.8800952380952382,-0.026015873015872937,0.95,1
Nomic-embed-text-nopfx,MTSamples,keyword,1e-06,0.9061111111111111,0.8850952380952382,-0.021015873015872932,0.95,1
Nomic-embed-text-nopfx,MTSamples,keyword,1e-05,0.9061111111111111,0.8850952380952382,-0.021015873015872932,0.95,1
Nomic-embed-text-nopfx,MTSamples,keyword,0.0001,0.9061111111111111,0.8878333333333334,-0.018277777777777726,0.95,1
Nomic-embed-text-nopfx,MTSamples,keyword,0.001,0.9061111111111111,0.8928333333333334,-0.013277777777777722,0.95,1
Nomic-embed-text-nopfx,MTSamples,keyword,0.01,0.9061111111111111,0.9014166666666666,-0.0046944444444444455,0.97,1
Nomic-embed-text-nopfx,MTSamples,natural_language,1e-07,0.933095238095238,0.9126666666666666,-0.02042857142857135,0.96,1
Nomic-embed-text-nopfx,MTSamples,natural_language,1e-06,0.933095238095238,0.9126666666666666,-0.02042857142857135,0.96,1
Nomic-embed-text-nopfx,MTSamples,natural_language,1e-05,0.933095238095238,0.9126666666666666,-0.02042857142857135,0.96,1
Nomic-embed-text-nopfx,MTSamples,natural_language,0.0001,0.933095238095238,0.915,-0.018095238095237942,0.97,1
Nomic-embed-text-nopfx,MTSamples,natural_language,0.001,0.933095238095238,0.9272619047619048,-0.005833333333333135,0.98,1
Nomic-embed-text-nopfx,MTSamples,natural_language,0.01,0.933095238095238,0.9315833333333333,-0.0015119047619046588,0.99,1
Nomic-embed-text-nopfx,PMC-Patients,keyword,1e-07,0.9586666666666666,0.907,-0.05166666666666653,0.97,1
Nomic-embed-text-nopfx,PMC-Patients,keyword,1e-06,0.9586666666666666,0.907,-0.05166666666666653,0.97,1
Nomic-embed-text-nopfx,PMC-Patients,keyword,1e-05,0.9586666666666666,0.907,-0.05166666666666653,0.97,1
Nomic-embed-text-nopfx,PMC-Patients,keyword,0.0001,0.9586666666666666,0.9123333333333333,-0.046333333333333226,0.97,1
Nomic-embed-text-nopfx,PMC-Patients,keyword,0.001,0.9586666666666666,0.9184285714285714,-0.040238095238095184,0.98,1
Nomic-embed-text-nopfx,PMC-Patients,keyword,0.01,0.9586666666666666,0.9377777777777777,-0.020888888888888846,1.0,1
Nomic-embed-text-nopfx,PMC-Patients,natural_language,1e-07,0.985,0.9625,-0.022499999999999964,0.99,1
Nomic-embed-text-nopfx,PMC-Patients,natural_language,1e-06,0.985,0.9625,-0.022499999999999964,0.99,1
Nomic-embed-text-nopfx,PMC-Patients,natural_language,1e-05,0.985,0.9634999999999999,-0.021500000000000075,1.0,1
Nomic-embed-text-nopfx,PMC-Patients,natural_language,0.0001,0.985,0.96875,-0.016249999999999987,1.0,1
Nomic-embed-text-nopfx,PMC-Patients,natural_language,0.001,0.985,0.9775,-0.007499999999999951,1.0,1
Nomic-embed-text-nopfx,PMC-Patients,natural_language,0.01,0.985,0.9783333333333334,-0.006666666666666599,1.0,1
Nomic-embed-text-nopfx,Synthetic,keyword,1e-07,0.7105238095238096,0.5308650793650793,-0.17965873015873024,0.76,1
Nomic-embed-text-nopfx,Synthetic,keyword,1e-06,0.7105238095238096,0.5308650793650793,-0.17965873015873024,0.76,1
Nomic-embed-text-nopfx,Synthetic,keyword,1e-05,0.7105238095238096,0.5351865079365079,-0.17533730158730165,0.76,1
Nomic-embed-text-nopfx,Synthetic,keyword,0.0001,0.7105238095238096,0.5655753968253968,-0.14494841269841274,0.8,1
Nomic-embed-text-nopfx,Synthetic,keyword,0.001,0.7105238095238096,0.6588015873015872,-0.051722222222222336,0.88,1
Nomic-embed-text-nopfx,Synthetic,keyword,0.01,0.7105238095238096,0.7012896825396825,-0.009234126984127067,0.92,1
Nomic-embed-text-nopfx,Synthetic,natural_language,1e-07,0.7079444444444444,0.5074444444444445,-0.2004999999999999,0.72,1
Nomic-embed-text-nopfx,Synthetic,natural_language,1e-06,0.7079444444444444,0.508888888888889,-0.19905555555555543,0.72,1
Nomic-embed-text-nopfx,Synthetic,natural_language,1e-05,0.7079444444444444,0.5125555555555555,-0.19538888888888883,0.74,1
Nomic-embed-text-nopfx,Synthetic,natural_language,0.0001,0.7079444444444444,0.5605515873015873,-0.1473928571428571,0.78,1
Nomic-embed-text-nopfx,Synthetic,natural_language,0.001,0.7079444444444444,0.6347579365079364,-0.07318650793650794,0.85,1
Nomic-embed-text-nopfx,Synthetic,natural_language,0.01,0.7079444444444444,0.6913571428571427,-0.016587301587301706,0.92,1
BERT-base-uncased,MTSamples,keyword,1e-07,0.2380595238095238,0.32430555555555557,0.08624603174603176,0.56,2
BERT-base-uncased,MTSamples,keyword,1e-06,0.2380595238095238,0.3238055555555556,0.08574603174603182,0.56,2
BERT-base-uncased,MTSamples,keyword,1e-05,0.2380595238095238,0.34105555555555556,0.10299603174603175,0.57,2
BERT-base-uncased,MTSamples,keyword,0.0001,0.2380595238095238,0.3546468253968254,0.1165873015873016,0.56,2
BERT-base-uncased,MTSamples,keyword,0.001,0.2380595238095238,0.31413492063492066,0.07607539682539685,0.59,2
BERT-base-uncased,MTSamples,keyword,0.01,0.2380595238095238,0.19323015873015872,-0.04482936507936508,0.47,2
BERT-base-uncased,MTSamples,natural_language,1e-07,0.20724206349206348,0.3687301587301588,0.16148809523809532,0.7,2
BERT-base-uncased,MTSamples,natural_language,1e-06,0.20724206349206348,0.37038492063492073,0.16314285714285726,0.71,2
BERT-base-uncased,MTSamples,natural_language,1e-05,0.20724206349206348,0.3781904761904763,0.17094841269841282,0.71,2
BERT-base-uncased,MTSamples,natural_language,0.0001,0.20724206349206348,0.3755198412698413,0.1682777777777778,0.7,2
BERT-base-uncased,MTSamples,natural_language,0.001,0.20724206349206348,0.28165873015873016,0.07441666666666669,0.69,2
BERT-base-uncased,MTSamples,natural_language,0.01,0.20724206349206348,0.18139285714285716,-0.025849206349206316,0.58,2
BERT-base-uncased,PMC-Patients,keyword,1e-07,0.26572222222222225,0.24398809523809523,-0.021734126984127022,0.52,2
BERT-base-uncased,PMC-Patients,keyword,1e-06,0.26572222222222225,0.24457539682539683,-0.021146825396825414,0.52,2
BERT-base-uncased,PMC-Patients,keyword,1e-05,0.26572222222222225,0.24879761904761907,-0.016924603174603176,0.5,2
BERT-base-uncased,PMC-Patients,keyword,0.0001,0.26572222222222225,0.2840436507936508,0.018321428571428544,0.54,2
BERT-base-uncased,PMC-Patients,keyword,0.001,0.26572222222222225,0.28112301587301586,0.01540079365079361,0.5,2
BERT-base-uncased,PMC-Patients,keyword,0.01,0.26572222222222225,0.2505198412698413,-0.015202380952380967,0.49,2
BERT-base-uncased,PMC-Patients,natural_language,1e-07,0.2634563492063492,0.4006230158730159,0.13716666666666671,0.63,2
BERT-base-uncased,PMC-Patients,natural_language,1e-06,0.2634563492063492,0.4014563492063492,0.138,0.63,2
BERT-base-uncased,PMC-Patients,natural_language,1e-05,0.2634563492063492,0.4215,0.1580436507936508,0.64,2
BERT-base-uncased,PMC-Patients,natural_language,0.0001,0.2634563492063492,0.3998412698412699,0.1363849206349207,0.64,2
BERT-base-uncased,PMC-Patients,natural_language,0.001,0.2634563492063492,0.3342142857142857,0.07075793650793649,0.63,2
BERT-base-uncased,PMC-Patients,natural_language,0.01,0.2634563492063492,0.24288888888888888,-0.020567460317460318,0.58,2
BERT-base-uncased,Synthetic,keyword,1e-07,0.2990555555555555,0.1549126984126984,-0.14414285714285713,0.35,2
BERT-base-uncased,Synthetic,keyword,1e-06,0.2990555555555555,0.15638492063492063,-0.1426706349206349,0.36,2
BERT-base-uncased,Synthetic,keyword,1e-05,0.2990555555555555,0.17296825396825397,-0.12608730158730155,0.36,2
BERT-base-uncased,Synthetic,keyword,0.0001,0.2990555555555555,0.23394444444444443,-0.06511111111111109,0.4,2
BERT-base-uncased,Synthetic,keyword,0.001,0.2990555555555555,0.2678968253968254,-0.031158730158730108,0.44,2
BERT-base-uncased,Synthetic,keyword,0.01,0.2990555555555555,0.285484126984127,-0.013571428571428512,0.47,2
BERT-base-uncased,Synthetic,natural_language,1e-07,0.22416666666666665,0.14611904761904762,-0.07804761904761903,0.35,2
BERT-base-uncased,Synthetic,natural_language,1e-06,0.22416666666666665,0.14635714285714285,-0.0778095238095238,0.35,2
BERT-base-uncased,Synthetic,natural_language,1e-05,0.22416666666666665,0.15631746031746033,-0.06784920634920633,0.36,2
BERT-base-uncased,Synthetic,natural_language,0.0001,0.22416666666666665,0.20628968253968258,-0.017876984126984075,0.4,2
BERT-base-uncased,Synthetic,natural_language,0.001,0.22416666666666665,0.25346825396825395,0.0293015873015873,0.44,2
BERT-base-uncased,Synthetic,natural_language,0.01,0.22416666666666665,0.22400793650793652,-0.00015873015873013596,0.46,2
BioMistral-7B,MTSamples,keyword,1e-07,0.34330952380952384,0.40425793650793657,0.060948412698412724,0.77,2
BioMistral-7B,MTSamples,keyword,1e-06,0.34330952380952384,0.5743293650793652,0.23101984126984132,0.82,2
BioMistral-7B,MTSamples,keyword,1e-05,0.34330952380952384,0.5778293650793652,0.23451984126984138,0.82,2
BioMistral-7B,MTSamples,keyword,0.0001,0.34330952380952384,0.5720396825396825,0.22873015873015867,0.84,2
BioMistral-7B,MTSamples,keyword,0.001,0.34330952380952384,0.5191150793650795,0.17580555555555566,0.8,2
BioMistral-7B,MTSamples,keyword,0.01,0.34330952380952384,0.40717063492063504,0.0638611111111112,0.76,2
BioMistral-7B,MTSamples,natural_language,1e-07,0.4812539682539683,0.4535198412698413,-0.027734126984127028,0.8,2
BioMistral-7B,MTSamples,natural_language,1e-06,0.4812539682539683,0.563468253968254,0.08221428571428563,0.8,2
BioMistral-7B,MTSamples,natural_language,1e-05,0.4812539682539683,0.5636468253968254,0.0823928571428571,0.8,2
BioMistral-7B,MTSamples,natural_language,0.0001,0.4812539682539683,0.5813015873015873,0.100047619047619,0.8,2
BioMistral-7B,MTSamples,natural_language,0.001,0.4812539682539683,0.6036071428571429,0.12235317460317457,0.83,2
BioMistral-7B,MTSamples,natural_language,0.01,0.4812539682539683,0.48910714285714285,0.007853174603174529,0.82,2
BioMistral-7B,PMC-Patients,keyword,1e-07,0.4191388888888889,0.5829007936507936,0.16376190476190472,0.78,2
BioMistral-7B,PMC-Patients,keyword,1e-06,0.4191388888888889,0.5825396825396826,0.16340079365079369,0.78,2
BioMistral-7B,PMC-Patients,keyword,1e-05,0.4191388888888889,0.5799007936507937,0.16076190476190483,0.78,2
BioMistral-7B,PMC-Patients,keyword,0.0001,0.4191388888888889,0.5841230158730158,0.16498412698412696,0.78,2
BioMistral-7B,PMC-Patients,keyword,0.001,0.4191388888888889,0.5384682539682539,0.11932936507936504,0.82,2
BioMistral-7B,PMC-Patients,keyword,0.01,0.4191388888888889,0.42576190476190484,0.006623015873015947,0.78,2
BioMistral-7B,PMC-Patients,natural_language,1e-07,0.5499404761904763,0.6961626984126984,0.14622222222222214,0.88,2
BioMistral-7B,PMC-Patients,natural_language,1e-06,0.5499404761904763,0.6961626984126984,0.14622222222222214,0.88,2
BioMistral-7B,PMC-Patients,natural_language,1e-05,0.5499404761904763,0.6971626984126985,0.14722222222222225,0.89,2
BioMistral-7B,PMC-Patients,natural_language,0.0001,0.5499404761904763,0.6967063492063491,0.14676587301587285,0.91,2
BioMistral-7B,PMC-Patients,natural_language,0.001,0.5499404761904763,0.6449563492063493,0.095015873015873,0.89,2
BioMistral-7B,PMC-Patients,natural_language,0.01,0.5499404761904763,0.5648412698412698,0.014900793650793553,0.88,2
BioMistral-7B,Synthetic,keyword,1e-07,0.36940873015873016,0.09441269841269839,-0.27499603174603177,0.35,2
BioMistral-7B,Synthetic,keyword,1e-06,0.36940873015873016,0.19497619047619047,-0.1744325396825397,0.44,2
BioMistral-7B,Synthetic,keyword,1e-05,0.36940873015873016,0.20765873015873013,-0.16175000000000003,0.46,2
BioMistral-7B,Synthetic,keyword,0.0001,0.36940873015873016,0.21539682539682542,-0.15401190476190474,0.47,2
BioMistral-7B,Synthetic,keyword,0.001,0.36940873015873016,0.2623531746031746,-0.10705555555555557,0.56,2
BioMistral-7B,Synthetic,keyword,0.01,0.36940873015873016,0.3826349206349207,0.013226190476190558,0.66,2
BioMistral-7B,Synthetic,natural_language,1e-07,0.3784007936507936,0.07798809523809523,-0.30041269841269835,0.33,2
BioMistral-7B,Synthetic,natural_language,1e-06,0.3784007936507936,0.26155158730158734,-0.11684920634920626,0.41,2
BioMistral-7B,Synthetic,natural_language,1e-05,0.3784007936507936,0.26891666666666664,-0.10948412698412696,0.43,2
BioMistral-7B,Synthetic,natural_language,0.0001,0.3784007936507936,0.30528571428571427,-0.07311507936507933,0.49,2
BioMistral-7B,Synthetic,natural_language,0.001,0.3784007936507936,0.36131349206349206,-0.01708730158730154,0.55,2
BioMistral-7B,Synthetic,natural_language,0.01,0.3784007936507936,0.36614682539682536,-0.01225396825396824,0.6,2
